Date;Horizon;M_S1_Moisture;M_S1_Temperature;M_S1_Salinity;M_S2_Moisture;M_S2_Temperature;M_S2_Salinity;M_S3_Moisture;M_S3_Temperature;M_S3_Salinity;T_S4_Moisture;T_S4_Temperature;T_S4_Salinity;T_S5_Moisture;T_S5_Temperature;T_S5_Salinity;T_S6_Moisture;T_S6_Temperature;T_S6_Salinity
20150712;105;24.52;36.2;4.1;26.43;36.3;3.4;12.29;35.7;1.4;30.49;35.1;2.8;24.14;34.7;2.7;30.37;34.2;4.3
20150712;120;17.03;36.3;4.6;31.43;36.2;4.2;12.54;35.7;1.4;36.21;35.1;3.4;27.8;34.7;3.2;31.81;34.2;4.3
20150712;135;27.54;36.3;4.2;30.53;36.1;3.8;19.5;35.7;2;39.21;35.1;3.5;31.87;34.5;4.1;34.44;34.1;4.4
20150712;150;27.43;36.4;4.1;31.1;36.2;3.9;22.5;35.7;2.2;39.44;35.1;3.7;34.57;34.5;4.4;34.84;34.2;4.6
20150714;15;18.98;37.9;2.8;15.24;38;1.7;17.86;37.5;2;8.09;37;1.2;15.61;36.3;2.4;12.42;35.8;1.7
20150714;30;21.14;37.9;3.2;17.8;38;2.1;13.04;37.4;1;14.27;37;1.6;19.16;36.4;2.8;15.54;35.8;2.3
20150714;45;21.22;37.9;3.3;20.96;38;2.9;13.28;37.5;1.3;19.31;36.9;2.3;20.23;36.3;2.4;16.17;35.8;2
20150714;60;18.89;37.9;2.8;20.37;38;2.5;14.12;37.3;1.8;23.12;36.9;3.1;19.8;36.2;2.6;19.21;35.7;2.7
20150714;75;15.95;37.9;2.6;21.24;37.9;2.3;10.39;37.3;2.2;27.6;36.9;3.1;18.38;36.1;2.1;27.51;35.7;3.9
20150714;90;17.96;38;2.9;24.28;38;3;9.62;37.3;2.7;29.11;36.8;2.9;22.27;36.2;2.7;28.16;35.6;3.9
20150714;105;24.09;38;3.8;26.32;37.8;3.6;11.36;37.2;2.8;31.31;36.7;2.9;27.25;36.1;3.3;29.75;35.6;4.3
20150714;120;27.11;38;3.8;30.04;37.8;4.2;10.89;37.1;2.5;36.1;36.7;3.4;29.72;36;4.1;31.16;35.5;4.3
20150714;135;27.36;38.1;4;30.1;37.7;3.9;18.22;37.2;2.4;38.74;36.6;3.6;33.99;36;4.5;34.19;35.5;4.5
20150714;150;27.66;38;4.1;29.73;37.7;4;22.25;37;2.3;39.69;36.5;3.7;36.09;36;4.6;34.79;35.4;4.6
20150716;15;20.58;35.2;3.3;14.19;35.3;2.3;19.02;35.1;2.3;12.01;34.6;1.9;15.86;34.2;2.4;12.66;33.9;1.7
20150716;30;21.18;35.1;3.1;17.51;35.4;1.9;13.23;35;2.3;11.12;34.7;1.6;16.48;34.2;1.7;13.12;33.9;1.5
20150716;45;21.06;35.1;3.1;21.17;35.4;2.7;16.59;35;2.2;8.95;34.6;0.9;16.41;34.2;1.5;9.1;33.8;1.2
20150716;60;19.45;35.2;3.2;21.42;35.3;3;21.18;35;2.8;13.9;34.5;1;11.48;34.1;1.3;19.11;33.8;2.4
20150716;75;15.58;35.3;2.5;22.59;35.3;3.4;18.06;35;1.7;23.99;34.5;2.2;6.66;34.1;1.4;25.97;33.7;3.8
20150716;90;18.69;35.3;3.1;24.72;35.3;3.2;12.65;34.9;1.4;26.79;34.5;2.5;13.63;34;1.8;27.23;33.7;4.4
20150716;105;25.15;35.2;4.1;24.9;35.3;3;13.39;34.8;1.4;30.49;34.4;3;23.77;34;3.1;29.12;33.7;4.1
20150716;120;26.94;35.3;4.4;29.57;35.2;4.1;10.85;34.8;1.4;34.98;34.4;3.7;28.01;34;4.2;30.46;33.6;4.3
20150716;135;26.62;35.3;3.8;30.6;35.2;4;17.93;34.8;1.9;38.69;34.3;3.4;32.18;34;4.3;34.08;33.6;4.6
20150716;150;27.01;35.2;3.9;31.1;35.1;3.9;21.94;34.8;2.1;38.86;34.3;3.5;34.17;34;4.4;35.53;33.6;4.7
20150720;15;19;35;3.1;14.03;35.4;1.9;18.98;35.7;2.3;9.99;35.4;2.1;14.71;35;2.5;12.97;34.7;1.6
20150720;30;20.39;35;3.3;19.93;35.5;2.7;13.48;35.6;2.3;11.4;35.4;1.7;15.79;35;1.6;12.12;34.7;1.4
20150720;45;20.51;35;3.2;22.28;35.6;3.2;16.32;35.6;2.2;8.82;35.4;0.9;15.73;35;1.5;9.46;34.6;1.1
20150720;60;18.49;35;2.8;20.65;35.6;3.1;19.51;35.6;2.6;14.54;35.4;1.1;11.16;35;1.4;18.4;34.6;2.3
20150720;75;14.24;35.2;2.5;21.22;35.6;3.3;17.09;35.6;1.9;23.66;35.4;2.2;6.6;35;1.5;24.49;34.6;3.5
20150720;90;18.04;35.2;3.5;24.07;35.6;3.2;11.5;35.6;1.4;26.19;35.3;2.6;13.19;35;1.8;26.5;34.5;4.2
20150720;105;24.49;35.2;4.3;25.36;35.7;3.1;13.09;35.6;1.3;30.19;35.2;3;23.15;35;3.1;28.2;34.6;3.6
20150720;120;26.28;35.3;4.2;29.58;35.7;4.2;9.98;35.5;1.2;35.18;35.2;3.5;27.46;34.8;4.1;28.89;34.6;3.8
20150720;135;26.37;35.4;3.9;30.05;35.8;4;15.27;35.5;1.9;36.6;35.2;3.5;31.44;34.8;4.3;33.55;34.5;4.4
20150720;150;26.74;35.4;4.1;30.31;35.7;3.9;18.81;35.5;2.1;37.43;35.2;3.5;33.37;34.8;4.4;35.65;34.5;4.5
20150724;15;25.54;34.3;4.1;23.69;34.5;2.3;28.7;34.3;3.6;24.58;34;2.7;28.25;33.6;3.1;23.74;33.3;2.7
20150724;30;22.95;34.3;3.5;21.64;34.5;2.4;23.08;34.2;2.7;29.01;34;3.5;24.89;33.6;3;24.07;33.3;2.5
20150724;45;21.15;34.3;3.5;21.76;34.5;2.2;24.26;34.3;3.4;28.49;34;3.2;25.99;33.5;3.1;16.64;33.2;2.1
20150724;60;18.77;34.3;2.8;25.9;34.5;3.5;27.96;34.2;3.6;32.14;33.9;3.7;25.15;33.6;2.5;25.56;33.2;3.4
20150724;75;14.97;34.4;2.7;28.61;34.6;4.1;21.72;34.3;1.8;28.06;33.9;2.8;26.02;33.6;3.1;29.71;33.3;3.7
20150724;90;19.1;34.3;3.5;28.58;34.5;3.9;16.65;34.2;1.7;28.47;33.9;2.6;26.23;33.5;3.1;29.72;33.1;3.8
20150724;105;24.59;34.3;4;28.34;34.4;3.6;16.94;34.2;2.3;32.04;33.8;3.5;27.77;33.6;3.7;30.41;33.1;4.4
20150724;120;26.75;34.4;4.1;31.26;34.5;4.2;13.56;34.1;1.8;37.24;33.8;3.8;30.54;33.5;4.1;31.33;33.1;4.7
20150724;135;26.57;34.5;3.7;30.54;34.5;4;20.13;34.1;2.1;38.96;33.8;3.5;33.13;33.4;4.5;35.16;33.1;4.7
20150724;150;26.72;34.5;3.8;30.64;34.4;3.8;22.67;34.1;2.2;42.9;33.7;3.7;36.78;33.4;4.8;35.61;33.1;4.7
20150725;15;24.41;36.5;4.1;25.21;36.6;2.5;26.61;36.1;3.4;24.2;35.5;1.9;25.99;35;2.8;22.43;34.4;2.7
20150725;30;22.68;36.5;3.5;21.09;36.5;2.3;23.01;36;2.6;21.16;35.5;2;24.96;34.9;3.5;24.34;34.4;3.2
20150725;45;21.43;36.5;3.4;20.61;36.6;2.1;23.94;36;3.2;21.85;35.4;2.2;25.76;34.8;3.1;22.28;34.4;2.8
20150725;60;18.89;36.5;2.9;22.57;36.5;2.5;27.39;36;3.6;32.68;35.5;3.6;25.93;34.8;3.3;25.87;34.3;3.6
20150725;75;15.41;36.5;2.7;26.7;36.5;3.7;20.16;35.9;1.8;31.59;35.4;3.5;27.53;34.8;3.4;31.38;34.3;4.5
20150725;90;18.7;36.5;3.2;28.28;36.5;3.8;14.62;35.8;2;30.72;35.4;3.1;27.2;34.7;3.2;31.94;34.3;4.6
20150725;105;24.38;36.6;4.1;28.45;36.4;3.7;14.63;35.8;2.3;32.76;35.3;3;28.94;34.6;3.5;31.43;34.3;4.6
20150725;120;26.88;36.6;4.2;30.04;36.4;4.3;13.3;35.8;1.4;38.22;35.3;3.5;30.67;34.6;3.9;31.68;34.2;4.5
20150725;135;26.88;36.6;4.2;29.16;36.5;3.5;20.01;35.8;2.2;38.04;35.2;3.5;33.67;34.6;4.2;34.66;34.2;4.6
20150725;150;27.14;36.6;4;28.68;36.3;3.4;23.44;35.7;2.4;42.51;35.1;3.8;38.7;34.5;4.6;34.3;34;4.6
20150726;15;22.58;31.7;3.5;26.92;31.7;3.2;24.64;31.9;3.2;22.72;31.6;1.8;24.65;31.2;2.7;22.09;31;2.4
20150726;30;22.61;31.6;3.5;23.88;31.8;2.6;21.63;31.8;3.2;23.35;31.6;2.3;21.92;31.2;2.5;25.06;31;2.9
20150726;45;21.48;31.5;3.3;20.57;31.8;2.2;21.58;31.8;2.8;25.21;31.5;2.9;25.43;31.2;3.2;22.69;30.9;2.6
20150726;60;19.42;31.6;3.1;22.1;31.8;2.4;20.8;31.7;2.3;31.85;31.5;3.8;26.84;31.2;3.7;26.38;30.9;3.6
20150726;75;15.31;31.6;2.7;24.75;31.8;3.2;12.12;31.8;1.5;30.59;31.5;3.5;18.68;31.1;2.6;31.42;30.8;4.3
20150726;90;17.82;31.6;3;27.88;31.8;3.7;10.73;31.7;1;29.44;31.5;3.1;25.42;31;3;31.42;30.8;4.6
20150726;105;24.02;31.6;4;26.3;31.9;3.4;12.17;31.8;1.3;31.36;31.4;3;27.28;31;3.3;31.01;30.8;4.7
20150726;120;27.01;31.7;4.6;28.29;31.9;4.1;12.01;31.8;1.5;35.99;31.4;3.5;30.68;31;4;31.85;30.7;4.6
20150726;135;27.15;31.7;4.3;28.98;31.8;3.5;19.86;31.6;2.3;39.13;31.4;3.6;34.13;31;4.4;34.84;30.8;4.7
20150726;150;26.98;31.7;4.3;29.2;31.9;3.6;22.84;31.6;2.6;43.21;31.4;3.8;37.16;31;4.6;34.97;30.8;4.8
20150727;15;20.7;33;3.7;25.95;32.9;3.1;24.01;32.7;2.9;23.47;32.4;2.7;23.59;32;2.6;19.17;31.6;2.3
20150727;30;22.42;33;3.5;24.17;33;3;23.27;32.6;2.5;15.18;32.4;1.4;22.2;31.9;2.3;21.64;31.5;2.4
20150727;45;21.45;33;3.5;21.44;32.9;2.3;24.95;32.6;3.3;17.83;32.4;1.7;23.57;31.8;2.7;20.14;31.5;1.9
20150727;60;19.24;32.9;3.2;21.15;33;2.3;26.22;32.6;3.4;29.69;32.3;3.5;24.49;31.8;2.8;26.01;31.5;3.6
20150727;75;15.15;32.9;2.8;23.69;32.9;3;15.86;32.5;2.3;30.03;32.3;3.3;25.65;31.7;3;31.23;31.4;4.3
20150727;90;17.67;33;3;27.39;33;3.6;12.69;32.5;1.3;30.3;30.2;3.1;26.58;31.7;3.2;31.2;31.4;4.4
20150727;105;23.82;32.9;4;26.09;33;3.5;13.23;32.5;1.5;32.72;32.2;3;28.93;31.7;3.6;31.4;31.4;4.6
20150727;120;26.67;32.9;4.7;29.13;32.9;4.1;14.39;32.5;1.8;38.18;32.2;3.5;31.09;31.7;4;32.23;31.3;4.6
20150727;135;27;33;4.3;29.86;32.9;3.8;21;32.5;2.5;38.14;32.1;3.6;35.34;31.7;4.3;35.01;31.3;4.6
20150727;150;27.27;33;4.3;29.96;32.9;3.8;23.27;32.5;2.7;42.57;32;3.8;38.75;31.6;4.5;34.74;31.3;4.7
20150728;15;21.16;29.4;2.9;25.45;29.7;3;23.18;29.8;2.7;23.64;29.8;2.3;22.88;29.9;2.5;19.43;29.8;2.1
20150728;30;21.89;29.4;3.2;24.41;29.7;2.9;21.97;29.8;2.5;15.58;29.9;1.4;22.74;29.9;3.2;23.07;29.8;2.8
20150728;45;21.47;29.4;3.5;25.47;29.7;3.3;21.6;29.9;2.8;16.32;29.9;1;23.2;29.9;3.2;22.7;29.9;2.6
20150728;60;19.23;29.4;3;23.58;29.7;3.1;25.81;29.8;3.5;29.43;29.8;3.4;20.82;29.8;2.8;26.24;29.8;3.6
20150728;75;15.81;29.5;2.7;24.53;29.7;3.5;21.69;29.8;2.2;30.95;29.8;3.5;22.06;29.9;2.7;30.8;29.8;4.2
20150728;90;18.14;29.4;3.1;26.41;29.7;3.1;13.91;29.8;1.6;30.67;29.9;3.2;26.28;29.9;3.2;31.65;29.7;4.4
20150728;105;24.15;29.4;3.9;26.06;29.8;3.5;14.34;29.7;1.7;32.68;29.9;3.1;27.77;29.9;3.4;31.82;29.8;4.6
20150728;120;27.88;29.5;4.6;30.38;29.8;4.4;11.34;29.8;1.4;37.68;29.9;3.5;30.76;29.7;4;32.1;29.7;4.5
20150728;135;26.72;29.6;3.9;30.93;29.9;4.2;19.26;29.8;2.1;38.05;29.8;3.6;33.85;29.8;4.3;34.27;29.8;4.5
20150728;150;27.05;29.5;4.1;31.19;29.9;4.2;24.27;29.8;2.4;42.11;29.9;3.8;37.32;29.8;4.5;34.26;29.7;4.7
20150729;15;19.69;30.5;3.2;27.24;30.7;3.3;21.98;30.7;2.2;28.22;30.7;2.9;26.03;30.5;2.7;21.25;30.4;2.2
20150729;30;21.85;30.5;3.5;25.08;30.7;3.5;15.74;30.8;1.1;19.3;30.6;3.2;23;30.4;2.4;23;30.4;2.6
20150729;45;21.06;30.6;3;26.56;30.7;3.8;17.54;30.7;1.5;19.79;30.7;3.1;23.51;30.5;3.4;17.25;30.3;2.3
20150729;60;18.88;30.6;2.8;24.85;30.7;3.6;18.27;30.7;2.2;30.66;30.6;3.4;18.58;30.5;2.7;25.7;30.3;3.6
20150729;75;14.9;30.6;2.5;24.17;30.7;4.1;12.52;30.8;2.3;27.24;30.5;2.5;18.78;30.5;2.3;30.84;30.4;4.2
20150729;90;18.12;30.6;3.6;26.92;30.7;3.8;10.02;30.7;2.9;27.64;30.6;3;22.41;30.4;2.6;31.53;30.3;4.7
20150729;105;24.28;30.6;4.3;26.77;30.7;3.7;11.45;30.7;3.1;30.39;30.5;3.4;23.77;30.4;2.6;31.78;30.2;4.8
20150729;120;26.17;30.7;4.3;30.15;30.7;4.3;14.14;30.8;2.5;32.04;30.5;3.4;27.92;30.4;3.4;32.87;30.3;4.8
20150729;135;26.59;30.6;3.9;29.94;30.7;4;25.29;30.8;2.7;38.14;30.5;3.7;32.01;30.4;4.1;34.94;30.3;4.8
20150729;150;26.96;30.7;4.1;30.34;30.7;4;26.38;30.7;2.7;43.11;30.5;4;35.08;30.4;4.4;34.86;30.3;4.8
20150730;15;20.21;34.9;3.4;27.51;34.9;3.2;23.18;34.7;2.8;23.87;34.2;2;26.25;33.8;3;18.98;33.4;1.8
20150730;30;21.85;34.7;3.3;23.7;34.9;2.5;22.59;34.6;3;23.72;34.2;2.5;23.19;33.8;2.7;24.26;33.4;2.6
20150730;45;21.55;34.8;3.2;20.63;34.8;2;22.79;34.5;3.1;27.17;34.1;3.3;24.31;33.7;3;23.2;33.3;2.5
20150730;60;19.6;34.7;3.4;20.49;34.9;2.2;20.04;34.6;2.1;31.33;34.1;3.8;24.28;33.6;3;26.09;33.4;3.4
20150730;75;14.74;34.8;2.8;23.64;34.8;2.9;12.12;34.5;1.4;28.53;34;3.3;24.7;33.7;2.8;31.49;33.3;4.2
20150730;90;17.73;34.8;3;27.19;34.8;3.5;10.31;34.5;1;28.18;34;3.1;25.94;33.6;3.2;31.61;33.3;4.3
20150730;105;24.65;34.7;4.2;26.65;34.8;3.3;11.96;34.4;1.2;29.78;34;3;28.75;33.6;3.5;31.9;33.2;4.5
20150730;120;27.27;34.9;4.6;28.69;34.8;4.1;13.01;34.4;1.4;34.52;34.9;3.5;30.48;33.5;3.7;32.34;33.1;4.4
20150730;135;27.83;34.9;4.2;29.21;34.8;3.6;23.45;34.3;2.4;38.02;33.9;3.6;33.32;33.5;4;35.2;33.1;4.5
20150730;150;27.98;34.9;4.3;29.48;34.8;3.7;26;34.4;2.8;41.31;33.8;3.9;37.22;33.5;4.4;34.95;33;4.6
20150731;15;20.39;32.7;3.4;26.21;32.8;3.2;19.81;32.7;2.2;20.6;32.3;1.6;25.49;31.9;3;19.38;31.6;2.1
20150731;30;21.57;32.6;3.4;20.99;32.8;2.8;19.57;32.6;3;21.46;32.2;2;23.32;31.8;3.1;22.53;31.5;2.8
20150731;45;21.52;32.7;3.5;19.21;32.8;2.2;18.13;32.6;2.5;22.55;32.2;2.3;23.92;31.8;3;19.62;31.5;2.6
20150731;60;19.45;32.6;3.3;20.3;32.8;2.4;16.22;32.5;1.8;31.34;32;3.6;22.17;31.7;2.7;24.97;31.4;3.5
20150731;75;14.94;32.6;2.8;23.12;32.7;2.8;11.43;32.5;1.4;30.95;32;3.5;22.47;31.8;2.7;30.7;31.5;4.3
20150731;90;17.82;32.6;3;26.54;32.7;3.4;10.3;32.5;1;30.61;32;3.2;25.67;31.7;3.1;32.15;31.4;4.6
20150731;105;24.04;32.6;4.2;26.34;32.8;3.5;11.96;32.4;1.2;32.73;32;3;27.06;31.6;3.2;31.05;31.3;4.6
20150731;120;26.8;32.6;4.6;29.41;32.7;4.1;12.16;32.5;1.4;36.53;32;3.3;30.17;31.6;3.8;32.19;31.3;4.5
20150731;135;27.66;32.6;4.3;29.99;32.7;3.7;22.09;32.5;2.4;37.02;32;3.4;34.06;31.5;4.2;34.94;31.3;4.7
20150731;150;27.61;32.6;4.3;30.6;32.7;3.8;24.54;32.5;2.7;41.36;31.9;3.8;38.41;31.6;4.5;35.04;31.3;4.8
20150801;15;18.79;31.9;3;25.16;32.1;3;20.78;32.1;2.4;18.13;31.9;1.5;22.5;31.5;2.9;17.17;31.2;2
20150801;30;20.87;31.9;3.3;24.54;32.1;2.9;21.25;32.1;2.8;22.72;31.8;2.6;22.44;31.5;2.9;22.94;31.3;2.7
20150801;45;21.27;31.8;3.6;22.24;32.2;2.5;21.85;32.1;2.6;26.31;31.9;3.2;23.94;31.5;3;22.16;31.2;2.6
20150801;60;19.29;31.9;3.4;20.1;32.2;2.1;20.25;32.1;2.2;30.34;31.8;3.8;23.59;31.4;3;26.1;31.2;3.7
20150801;75;14.87;31.9;2.8;22.14;32.2;2.4;12.41;32;1.6;29.1;31.7;3.4;23.74;31.5;2.9;30.03;31.2;4.4
20150801;90;17.63;31.9;3;26.52;32.2;3.4;10.44;32;1;27.49;31.7;2.9;25.55;31.4;3.2;30.02;31.2;4.5
20150801;105;23.76;32;4;25.74;32.2;3.4;12.28;32;1.2;30.4;31.7;3.1;28.64;31.4;3.6;30.76;31.1;4.7
20150801;120;26.91;32;4.6;30.08;32.2;4.1;12.81;32;1.5;34.91;31.7;3.5;30.29;31.4;3.9;31.51;31.1;4.5
20150801;135;27.32;32;4.3;30.5;32.2;3.8;20.65;32;2.5;37.16;31.6;3.6;33.41;31.3;4.3;33.91;31.2;4.6
20150801;150;27.41;32;4.3;31.3;32.2;4;22.18;32;2.6;39.65;31.6;3.8;37.06;31.3;4.5;33.97;31.1;4.7
20150802;15;18.5;34.2;2.9;24.12;34.1;3.1;19.58;33.9;2.4;18.01;33.9;1.6;21.4;33.5;2.9;17.03;33.3;2.1
20150802;30;20.52;34.2;3.3;23.86;34.1;3;21.04;33.9;2.8;22.3;33.8;2.7;21.9;33.5;2.9;21.82;33.3;2.7
20150802;45;21;34.2;3.5;21.56;34;2.5;21.03;33.9;2.5;24.32;33.8;3.2;22.1;33.5;3.1;21.74;33.2;2.5
20150802;60;19.1;34.2;3.3;20;34;2.1;19.74;33.9;2.2;28.23;33.8;3.7;23.12;33.4;3;25.13;33.2;3.6
20150802;75;14.52;34.2;2.7;22.01;34;2.4;12.02;33.9;1.7;28.3;33.7;3.4;22.42;33.4;3;28.21;33.2;4.2
20150802;90;17.33;34.2;2.9;26.02;34;3.4;10.41;33.9;1.2;27.03;33.7;3;25.04;33.4;3.2;29.45;33.2;4.4
20150802;105;23.1;34.1;3.9;25.13;34;3.3;12.02;33.9;1.2;29.46;33.7;3.2;28.14;33.4;3.6;30.15;33.1;4.6
20150802;120;25.51;34.1;4.5;29.4;34;4.1;12.23;33.9;1.6;33.45;33.7;3.5;29.28;33.4;3.8;30.14;33.1;4.4
20150802;135;27;34.1;4.2;29.62;34;3.8;20.1;33.9;2.4;35.42;33.6;3.7;33.01;33.3;4.3;32.8;33.1;4.5
20150802;150;27.1;34.1;4.2;30.78;34;4.1;21.15;33.9;2.6;37.52;33.6;3.8;36.05;33.3;4.6;33.21;33.1;4.7
